Time (sec),(TC) Steering Wheel Angle (degrees),Accel. Pedal Pos. (%),Ambient Air Temp. (F),Boost Pressure (psi),Charge Air Temp. (F),Clutch Pedal Pos. (%),Coolant Temp. (F),Engine RPM (RPM),Est. Horsepower (hp),Estimated Torque (ft-lb),Fuel Rail Temp. (F),Gear Current (Gear),Intake Air Temp. (F),Oil Temperature (F),Vehicle Speed (mph),"AP Info:[AP3-FOR-001 v1.7.5.0-25364][USDM 2013-2014 Focus ST (50S)][Reflash: Stage1 91 OCT or 95 RON v506.ptm]"
0.000,10.3,0,0.0,-8.66,101.3,0,188.2,893,0.0,0.0,173.0,15,157.9,180.8,0.0,0
0.033,10.3,0,89.2,-8.67,101.3,0,188.2,892,1.9,11.1,173.0,15,158.3,180.8,0.0,0
0.089,10.3,0,89.2,-8.67,101.3,0,188.2,893,1.8,10.8,173.0,15,158.3,180.8,0.0,0
0.102,10.3,0,89.2,-8.68,101.5,0,188.2,898,1.9,10.8,173.0,15,158.3,180.8,0.0,0
0.154,10.3,0,89.5,-8.69,101.5,0,188.2,898,1.9,10.9,173.0,15,158.3,180.8,0.0,0
0.191,10.3,0,89.5,-8.67,101.5,0,188.2,896,1.8,10.8,173.0,15,158.3,180.8,0.0,0
0.230,10.3,0,89.2,-8.66,101.3,0,188.2,892,1.9,11.0,173.0,15,158.3,180.8,0.0,0
0.275,10.3,0,89.2,-8.66,101.3,0,188.2,893,1.8,10.8,173.0,15,158.3,180.8,0.0,0
0.313,10.3,0,89.2,-8.66,101.3,0,188.2,893,1.9,10.9,173.0,15,158.3,180.8,0.0,0
0.354,10.3,0,89.5,-8.68,101.5,25,188.2,897,1.9,11.1,173.0,15,158.3,180.8,0.0,0
0.396,10.3,0,89.5,-8.69,101.5,50,188.2,899,1.9,10.8,173.0,15,158.3,180.8,0.0,0
0.430,10.3,0,89.2,-8.69,101.5,50,188.2,897,1.9,11.0,173.0,15,158.3,180.8,0.0,0
0.467,10.3,0,89.2,-8.68,101.5,50,188.2,895,1.8,10.8,173.0,15,158.3,180.8,0.0,0
0.510,10.3,0,89.2,-8.68,101.5,100,188.2,891,1.8,10.8,173.0,15,158.3,180.8,0.0,0
0.553,10.3,0,89.5,-8.69,101.5,100,188.2,891,1.9,10.9,173.0,15,158.3,180.8,0.0,0
0.579,10.3,0,89.5,-8.68,101.5,100,188.2,887,1.8,10.7,173.0,15,158.3,180.8,0.0,0
0.633,10.3,0,89.2,-8.66,101.5,100,188.2,886,1.9,11.0,173.0,15,158.3,180.8,0.0,0
0.668,10.2,0,89.2,-8.68,101.5,100,188.2,888,1.8,10.7,173.0,15,158.3,180.8,0.0,0
0.711,10.2,0,89.2,-8.67,101.5,100,188.2,890,1.8,10.8,173.0,15,158.3,180.8,0.0,0
0.750,10.3,0,89.2,-8.68,101.5,100,188.2,890,1.9,11.0,173.0,15,158.3,180.8,0.0,0
0.790,10.3,0,89.2,-8.66,101.5,100,188.2,890,1.8,10.8,173.0,15,158.3,180.8,0.0,0
0.831,10.3,0,89.5,-8.65,101.5,100,188.2,887,1.9,11.1,173.0,15,158.3,180.8,0.0,0
0.873,10.4,0,89.5,-8.63,101.5,100,188.2,885,1.9,11.1,173.0,15,158.3,180.8,0.0,0
0.909,10.4,0,89.5,-8.65,101.5,100,188.2,888,1.9,11.1,173.0,15,158.3,180.8,0.0,0
0.940,10.3,0,89.2,-8.65,101.5,100,188.2,892,1.9,11.1,173.0,15,158.3,180.8,0.0,0
0.981,10.3,0,89.2,-8.66,101.5,100,188.2,901,1.9,11.2,173.0,15,158.3,180.8,0.0,0
1.030,10.3,0,89.2,-8.66,101.5,100,188.2,900,1.9,11.0,173.0,15,157.9,180.8,0.0,0
1.064,10.3,0,89.2,-8.64,101.5,100,188.2,898,1.9,11.1,173.0,15,157.9,180.8,0.0,0
1.110,10.3,0,89.2,-8.67,101.5,100,188.2,896,1.9,11.0,173.0,15,158.3,180.8,0.0,0
1.144,10.3,0,89.2,-8.64,101.5,100,188.2,899,1.9,11.1,173.0,15,158.3,180.8,0.0,0
1.179,10.4,0,89.2,-8.64,101.5,100,188.2,908,1.9,11.2,173.0,15,158.3,180.8,0.0,0
1.223,10.6,0,89.2,-8.66,101.5,100,188.2,907,1.9,11.1,173.0,15,158.3,180.8,0.0,0
1.267,10.6,0,89.2,-8.64,101.5,100,188.2,906,1.9,11.2,173.0,15,158.3,180.8,0.0,0
1.300,10.6,0,89.2,-8.67,101.5,100,188.2,899,1.9,11.1,173.0,15,158.3,180.8,0.0,0
1.344,10.6,0,89.5,-8.66,101.5,100,188.2,894,1.9,11.1,173.0,15,158.3,180.8,0.0,0
1.380,10.7,0,89.5,-8.66,101.5,100,188.2,893,1.9,11.2,173.0,15,158.3,180.8,0.0,0
1.425,10.7,0,89.2,-8.66,101.5,100,188.2,891,1.9,11.1,173.0,15,157.9,180.8,0.0,0
1.462,10.6,0,89.2,-8.64,101.5,100,188.2,892,1.9,11.1,173.0,15,157.9,180.8,0.0,0
1.505,10.7,0,89.2,-8.67,101.5,100,188.2,891,1.9,11.0,173.0,15,158.3,180.8,0.0,0
1.550,10.8,0,89.5,-8.66,101.5,100,188.2,890,1.9,11.1,173.0,15,158.3,180.8,0.0,0
1.590,10.9,0,89.5,-8.65,101.5,100,188.2,893,1.9,11.1,173.0,15,158.3,180.8,0.0,0
1.626,10.8,0,89.2,-8.63,101.5,100,188.2,890,1.9,11.1,173.0,15,158.3,180.8,0.0,0
1.662,10.8,0,89.2,-8.63,101.5,100,188.2,890,1.9,11.2,173.0,15,158.3,180.8,0.0,0
1.708,10.8,0,89.2,-8.62,101.5,100,188.2,884,1.9,11.1,173.0,15,158.3,180.8,0.0,0
1.742,10.8,0,89.2,-8.63,101.5,100,188.2,888,1.9,11.3,173.0,15,158.3,180.8,0.0,0
1.786,10.6,0,89.2,-8.62,101.5,100,188.2,892,1.9,11.3,173.0,15,158.3,180.8,0.0,0
1.830,10.6,0,89.5,-8.61,101.5,100,188.2,899,2.0,11.4,173.0,15,158.3,180.8,0.0,0
1.866,10.7,0,89.5,-8.62,101.5,100,188.2,899,2.0,11.4,173.0,15,158.3,180.8,0.0,0
1.900,11.1,0,89.5,-8.63,101.5,100,188.2,898,1.9,11.2,173.0,15,158.3,180.8,0.0,0
1.943,11.5,0,89.2,-8.61,101.5,100,188.2,900,2.0,11.5,173.0,15,158.3,180.8,0.0,0
1.980,11.0,0,89.2,-8.64,101.5,100,188.2,903,2.0,11.5,173.0,15,158.3,180.8,0.0,0
2.024,10.8,0,89.5,-8.62,101.5,100,188.2,906,1.9,11.2,173.0,15,158.3,180.8,0.0,0
2.061,10.9,0,89.5,-8.62,101.5,100,188.2,909,2.0,11.4,173.0,15,158.3,180.8,0.0,0
2.104,10.8,0,89.5,-8.64,101.5,100,188.2,911,1.9,11.1,173.0,15,158.3,180.8,0.0,0
2.139,10.9,0,89.2,-8.66,101.5,100,188.2,910,1.9,11.2,173.0,15,158.3,180.8,0.0,0
2.187,10.9,0,89.2,-8.67,101.5,100,188.2,908,1.9,11.3,173.0,15,158.3,180.8,0.0,0
2.221,10.9,0,89.5,-8.66,101.5,100,188.2,904,1.9,11.0,173.0,15,158.3,180.8,0.0,0
2.262,10.7,0,89.5,-8.64,101.5,100,188.2,904,1.9,11.2,173.0,15,158.3,180.8,0.0,0
2.305,10.7,0,89.5,-8.66,101.5,100,188.2,902,1.9,10.8,173.0,15,158.3,180.8,0.0,0
2.350,10.7,0,89.5,-8.65,101.5,100,188.2,904,1.9,11.1,173.0,15,158.3,180.8,0.0,0
2.383,10.7,0,89.5,-8.66,101.5,100,188.2,900,1.9,11.1,173.0,15,158.3,180.8,0.0,0
2.428,10.8,0,89.5,-8.65,101.5,100,188.2,897,1.9,11.1,173.0,15,158.3,180.8,0.0,0
2.462,10.8,0,89.5,-8.65,101.5,100,188.2,901,1.9,11.1,173.0,15,158.3,180.8,0.0,0
2.504,10.8,0,89.5,-8.64,101.5,100,188.2,903,1.9,11.0,173.0,15,158.3,180.8,0.0,0
2.541,10.8,0,89.5,-8.65,101.5,100,188.2,902,1.9,11.2,173.0,15,158.3,180.8,0.0,0
2.584,10.8,0,89.5,-8.64,101.5,100,188.2,898,1.9,11.2,173.0,15,158.3,180.8,0.0,0
2.619,10.8,0,89.5,-8.66,101.5,100,188.2,895,1.9,11.1,173.0,15,158.3,180.8,0.0,0
2.663,10.8,0,89.5,-8.64,101.5,100,188.2,895,1.9,11.2,173.0,15,158.3,180.8,0.0,0
2.708,10.8,0,89.5,-8.67,101.5,100,188.2,899,1.9,10.8,173.0,15,158.3,180.8,0.0,0
2.741,10.8,0,89.2,-8.67,101.5,100,188.2,902,1.9,10.9,173.0,15,158.3,180.8,0.0,0
2.788,10.8,0,89.2,-8.67,101.5,100,188.2,905,1.9,11.1,173.0,15,158.3,180.8,0.0,0
2.823,10.8,0,89.2,-8.65,101.5,100,188.2,907,1.9,10.9,173.0,15,158.3,180.8,0.0,0
2.866,10.8,0,89.2,-8.64,101.5,100,188.2,909,1.9,11.1,173.0,15,158.3,180.8,0.0,0
2.911,10.8,0,89.2,-8.64,101.5,100,188.2,911,1.9,11.1,173.0,15,158.3,180.8,0.0,0
2.944,10.8,0,89.5,-8.63,101.5,100,188.2,910,2.0,11.3,173.0,15,158.3,180.8,0.0,0
2.980,10.8,0,89.5,-8.63,101.5,100,188.2,911,2.0,11.3,173.0,15,158.3,180.8,0.0,0
3.024,10.8,0,89.2,-8.65,101.5,100,188.2,912,1.9,11.1,173.0,15,158.3,180.8,0.0,0
3.062,10.8,0,89.2,-8.63,101.5,100,188.2,912,1.9,11.2,173.0,15,158.3,180.8,0.0,0
3.109,10.8,0,89.2,-8.66,101.5,100,188.2,908,1.9,11.1,173.1,15,158.3,180.8,0.0,0
3.143,10.8,0,89.2,-8.68,101.5,100,188.2,906,1.9,11.1,173.1,15,158.3,180.8,0.0,0
3.186,10.8,0,89.2,-8.67,101.5,100,188.2,903,1.9,11.1,173.1,15,158.3,180.8,0.0,0
3.231,10.8,0,89.2,-8.66,101.5,100,188.2,900,1.9,11.1,173.1,15,158.3,180.8,0.0,0
3.264,10.8,0,89.2,-8.63,101.5,100,188.2,899,1.9,11.1,173.1,15,158.3,180.8,0.0,0
3.309,10.8,0,89.2,-8.67,101.5,100,188.2,899,1.9,11.1,173.1,15,158.3,180.8,0.0,0
3.343,10.8,0,89.5,-8.66,101.5,100,188.2,898,1.9,11.1,173.1,15,158.3,180.8,0.0,0
3.381,10.8,0,89.5,-8.66,101.5,100,188.2,898,1.9,11.1,173.1,15,158.3,180.8,0.0,0
3.425,10.8,0,89.5,-8.66,101.5,100,188.2,900,1.9,11.0,173.1,15,158.3,180.8,0.0,0
3.470,10.8,0,89.5,-8.64,101.5,100,188.2,903,1.9,11.1,173.1,15,158.3,180.8,0.0,0
3.503,10.8,0,89.5,-8.65,101.5,100,188.2,904,1.9,11.0,173.1,15,158.3,180.8,0.0,0
3.547,10.8,0,89.2,-8.63,101.5,100,188.2,905,1.9,11.3,173.1,15,158.3,180.8,0.0,0
3.582,10.8,0,89.2,-8.64,101.5,100,188.2,910,1.9,11.3,173.1,15,158.3,180.8,0.0,0
3.626,10.8,0,89.5,-8.62,101.5,100,188.2,914,2.0,11.4,173.1,15,158.3,180.8,0.0,0
3.673,10.8,0,89.5,-8.64,101.5,100,188.2,911,1.9,11.1,173.1,15,158.3,180.8,0.0,0
3.706,10.8,0,89.5,-8.64,101.5,100,188.2,908,1.9,11.1,173.1,15,158.3,180.8,0.0,0
3.741,10.8,0,89.5,-8.65,101.5,100,188.2,906,1.9,11.3,173.1,15,158.3,180.8,0.0,0
3.784,10.8,0,89.5,-8.66,101.5,100,188.2,908,1.9,11.2,173.1,15,158.3,180.8,0.0,0
3.829,10.8,0,89.2,-8.63,101.5,100,188.2,906,2.0,11.4,173.1,15,158.3,180.8,0.0,0
3.865,10.8,0,89.2,-8.63,101.5,100,188.2,904,1.9,11.2,173.1,15,158.3,180.8,0.0,0
3.909,10.8,0,89.2,-8.65,101.5,100,188.2,901,1.9,11.1,173.1,15,158.3,180.8,0.0,0
3.944,10.8,0,89.5,-8.66,101.5,100,188.2,901,1.9,11.1,173.1,15,158.3,180.8,0.0,0
3.981,10.8,0,89.5,-8.66,101.5,100,188.2,905,1.9,11.1,173.1,15,158.3,180.8,0.0,0
4.025,10.8,0,89.2,-8.66,101.5,100,188.2,900,1.9,11.1,173.1,15,158.3,180.8,0.0,0
4.061,10.8,0,89.2,-8.64,101.5,100,188.2,894,1.9,11.2,173.1,15,158.3,180.8,0.0,0
4.104,10.8,0,89.2,-8.65,101.5,100,188.2,890,1.9,11.0,173.1,15,158.3,180.8,0.0,0
4.150,10.8,0,89.2,-8.63,101.5,100,188.2,891,1.9,11.3,173.1,15,158.3,180.8,0.0,0
4.183,10.8,0,89.2,-8.64,101.5,100,188.2,893,1.9,11.3,173.1,15,158.3,180.8,0.0,0
