Time (sec),(TC) Steering Wheel Angle (degrees),Accel. Pedal Pos. (%),Ambient Air Temp. (F),Boost Pressure (psi),Charge Air Temp. (F),Clutch Pedal Pos. (%),Coolant Temp. (F),Engine RPM (RPM),Est. Horsepower (hp),Estimated Torque (ft-lb),Fuel Rail Temp. (F),Gear Current (Gear),Intake Air Temp. (F),Oil Temperature (F),Vehicle Speed (mph),"AP Info:[AP3-FOR-001 v1.7.5.0-25364][USDM 2013-2014 Focus ST (50S)][Reflash: Stage1 91 OCT or 95 RON v506.ptm]"
0.000,49.9,15,0.0,-6.87,128.1,100,197.2,0,0.0,0.0,126.5,15,119.6,168.0,0.0,0
0.023,57.1,16,80.1,-5.81,128.1,100,197.2,939,4.7,26.2,126.5,15,119.6,168.0,0.0,0
0.066,64.1,16,80.1,-4.93,128.1,100,197.2,961,6.2,33.7,126.5,15,119.6,168.0,0.0,0
0.101,70.9,16,80.1,-4.51,128.1,100,197.2,1021,9.1,46.7,126.5,15,119.6,168.0,0.0,0
0.145,77.4,16,80.1,-4.30,128.1,50,197.2,1062,9.7,47.9,126.5,15,119.6,168.0,0.0,0
0.185,83.4,16,80.1,-4.11,128.1,50,197.2,1151,11.4,52.1,126.5,15,119.6,168.0,0.0,0
0.225,89.0,16,80.1,-3.99,127.8,50,197.2,1199,12.2,53.4,126.5,15,119.6,168.0,0.0,0
0.259,94.0,16,80.1,-3.80,127.8,50,197.2,1294,14.0,56.8,126.5,15,119.6,168.0,0.0,0
0.305,98.6,16,80.1,-3.68,127.8,50,197.2,1390,16.0,60.3,126.5,15,119.6,168.0,0.0,0
0.346,102.9,16,80.1,-3.62,127.8,50,197.2,1480,17.1,60.8,126.5,15,119.6,168.0,0.0,0
0.379,106.6,16,80.1,-3.55,127.8,50,197.2,1564,18.0,60.3,126.5,15,119.6,168.0,0.0,0
0.424,110.0,17,80.1,-3.39,127.8,50,197.2,1646,19.7,63.0,126.5,15,119.6,168.0,0.0,0
0.459,113.2,17,80.1,-3.26,127.8,50,197.2,1722,20.7,63.2,126.5,15,119.6,168.0,0.0,0
0.505,116.4,18,80.1,-3.09,127.6,50,197.2,1824,21.9,63.0,126.5,15,119.6,168.0,0.0,0
0.553,119.4,18,80.1,-2.88,127.6,50,197.2,1889,22.6,62.8,126.5,15,119.6,168.0,0.0,0
0.587,122.6,18,80.1,-2.71,127.6,50,197.2,1975,24.1,64.1,126.5,15,119.6,168.0,0.0,0
0.627,126.2,18,80.1,-2.58,127.6,50,197.2,2047,25.5,65.3,126.5,15,119.6,168.0,0.0,0
0.664,130.5,18,80.1,-2.44,127.6,50,197.2,2088,26.2,65.8,126.5,15,119.6,168.0,0.0,0
