Time (sec),(TC) Steering Wheel Angle (degrees),Accel. Pedal Pos. (%),Ambient Air Temp. (F),Boost Pressure (psi),Charge Air Temp. (F),Clutch Pedal Pos. (%),Coolant Temp. (F),Engine RPM (RPM),Est. Horsepower (hp),Estimated Torque (ft-lb),Fuel Rail Temp. (F),Gear Current (Gear),Intake Air Temp. (F),Oil Temperature (F),Vehicle Speed (mph),"AP Info:[AP3-FOR-001 v1.7.5.0-25364][USDM 2013-2014 Focus ST (50S)][Reflash: Stage1 91 OCT or 95 RON v506.ptm]"
0.000,4.9,0,0.0,-8.05,120.6,100,193.5,0,0.0,0.0,123.8,15,116.2,162.6,0.0,0
0.034,7.8,4,79.8,-7.98,120.6,100,193.5,889,2.2,12.8,123.8,15,116.2,162.6,0.0,0
0.087,12.6,12,79.8,-8.01,120.6,100,193.6,896,2.2,13.1,123.8,15,116.2,162.6,0.0,0
0.110,18.4,14,79.8,-7.05,120.6,100,193.6,904,2.7,15.6,123.8,15,116.2,162.6,0.0,0
0.154,25.2,16,79.8,-5.79,120.6,100,193.6,916,3.9,22.6,123.8,15,116.2,162.6,0.0,0
0.197,32.6,16,79.8,-5.15,120.6,100,193.6,929,6.6,37.2,123.8,15,116.2,162.6,0.0,0
0.226,40.3,16,79.8,-4.48,120.6,50,193.6,985,8.4,44.8,123.8,15,116.2,162.6,0.0,0
0.271,47.8,17,79.8,-4.18,120.6,50,193.6,1023,9.6,49.5,123.8,15,116.2,162.6,0.0,0
0.315,55.2,18,79.8,-3.97,120.6,50,193.6,1113,11.5,54.1,123.8,15,116.2,162.6,0.0,0
0.349,62.1,18,79.8,-3.69,120.6,50,193.6,1162,12.7,57.2,123.8,15,116.2,162.6,0.0,0
0.404,68.8,18,79.8,-3.44,120.6,50,193.6,1258,14.6,60.9,123.8,15,116.2,162.6,0.0,0
0.438,75.1,18,79.8,-3.32,120.6,50,193.6,1354,16.8,65.1,123.8,15,116.2,162.6,0.0,0
0.478,80.7,18,79.8,-3.17,120.6,50,193.6,1445,18.2,66.2,123.8,15,116.2,162.6,0.0,0
0.519,85.9,18,79.8,-3.06,120.4,50,193.6,1531,19.1,65.6,123.8,15,116.2,162.6,0.0,0
0.562,90.1,18,79.8,-2.84,120.4,50,193.6,1604,20.4,66.7,123.8,15,116.2,162.6,0.0,0
0.600,93.5,18,79.8,-2.53,120.4,50,193.6,1668,21.9,68.9,123.8,15,116.2,162.7,0.0,0
0.643,96.6,19,79.8,-2.29,120.4,50,193.6,1723,22.9,69.9,123.8,15,116.2,162.7,0.0,0
0.688,99.3,20,79.8,-2.07,120.4,50,193.6,1801,24.6,71.7,123.8,15,116.2,162.7,0.0,0
0.723,102.1,20,79.8,-1.72,120.4,50,193.6,1853,25.7,72.7,123.8,15,116.2,162.7,0.0,0
0.760,105.2,21,79.8,-1.22,120.4,50,193.6,1926,27.5,75.0,123.8,15,116.2,162.7,0.0,0
0.798,108.4,22,79.8,-0.96,120.2,50,193.6,1976,29.8,79.1,123.8,15,116.2,162.7,0.0,0
0.842,112.0,22,79.8,-0.64,120.2,50,193.6,2054,31.8,81.4,123.8,15,116.2,162.7,0.0,0
0.878,115.5,22,79.8,-0.41,120.2,50,193.6,2127,34.0,83.9,123.8,15,116.2,162.7,0.0,0
0.918,119.0,22,79.8,-0.31,120.2,50,193.6,2201,35.4,84.5,123.8,15,116.2,162.7,0.4,0
0.949,122.1,22,79.8,-0.13,120.2,50,193.6,2261,36.8,85.4,123.8,15,116.2,162.7,0.5,0
0.992,124.5,22,79.8,-0.02,120.2,50,193.6,2321,37.9,85.8,123.8,15,116.2,162.7,0.6,0
1.028,125.9,22,79.8,0.02,120.2,50,193.6,2363,39.6,88.0,123.8,15,116.2,162.7,0.9,0
1.072,126.4,22,79.8,-0.04,120.2,50,193.6,2397,40.6,88.9,123.8,15,116.2,162.7,1.0,0
1.109,126.4,22,79.8,-0.13,120.2,50,193.6,2417,40.9,88.9,123.8,15,116.2,162.7,1.1,0
1.154,126.0,22,79.8,-0.17,120.2,50,193.6,2429,41.0,88.7,123.8,15,116.2,162.7,1.4,0
1.188,126.0,22,79.8,-0.27,120.2,50,193.6,2436,41.1,88.5,123.8,15,116.2,162.7,1.6,0
1.231,126.0,22,79.8,-0.34,120.2,50,193.6,2435,41.0,88.4,123.9,15,116.2,162.7,1.8,0
1.268,126.0,22,79.8,-0.48,120.2,50,193.6,2432,41.6,89.8,123.9,15,116.2,162.7,2.2,0
1.311,126.0,22,79.8,-0.69,120.2,50,193.6,2413,41.2,89.8,123.9,15,116.2,162.7,2.4,0
1.358,126.0,22,79.8,-0.77,120.2,50,193.6,2394,41.0,89.9,123.9,15,116.2,162.7,2.5,0
1.391,125.9,22,79.8,-0.86,120.2,50,193.6,2378,40.7,89.9,123.9,15,116.2,162.7,2.9,0
1.427,125.9,22,79.8,-0.84,120.2,50,193.6,2358,40.4,89.9,123.9,15,116.2,162.7,3.1,0
1.472,125.8,22,79.8,-0.94,120.2,50,193.6,2344,40.0,89.7,123.9,15,116.2,162.7,3.3,0
1.507,125.6,22,79.8,-0.95,120.2,50,193.6,2329,39.4,88.9,123.9,15,116.2,162.7,3.7,0
1.552,125.1,22,79.8,-1.03,120.2,50,193.6,2318,39.2,88.9,123.9,15,116.2,162.7,3.9,0
1.602,124.0,22,79.8,-1.06,120.4,50,193.6,2300,39.0,88.9,123.9,15,116.2,162.7,4.1,0
1.631,122.2,22,79.8,-1.12,120.4,50,193.6,2281,38.4,88.5,123.9,15,116.2,162.7,4.5,0
1.674,119.5,22,79.8,-1.14,120.4,50,193.6,2256,37.8,88.1,123.9,15,116.2,162.7,4.7,0
1.708,115.9,22,79.8,-1.10,120.4,50,193.6,2226,37.4,88.3,123.9,15,116.2,162.8,4.9,0
1.757,111.5,22,79.8,-1.10,120.4,50,193.6,2192,36.8,88.1,123.9,15,116.2,162.8,5.3,0
1.791,107.0,22,79.8,-1.10,120.4,50,193.6,2169,36.1,87.5,123.9,15,116.2,162.8,5.5,0
1.827,102.2,22,79.8,-1.06,120.4,50,193.6,2121,35.6,88.1,123.9,15,116.2,162.8,5.7,0
1.871,97.7,22,79.8,-1.03,120.4,50,193.6,2076,34.8,87.9,123.9,15,116.2,162.8,6.2,0
1.907,93.6,22,79.8,-0.95,120.6,50,193.6,2015,33.8,88.1,123.9,15,116.2,162.8,6.4,0
1.947,89.9,22,79.8,-0.83,120.6,50,193.6,1974,33.4,88.9,123.9,15,116.2,162.8,6.6,0
1.992,86.9,22,79.8,-0.78,120.6,50,193.6,1909,32.7,89.8,123.9,15,115.9,162.8,7.1,0
2.027,84.1,22,79.8,-0.76,120.6,50,193.6,1855,31.6,89.4,123.9,15,115.9,162.8,7.3,0
2.073,81.5,22,79.8,-0.78,120.6,50,193.6,1766,29.9,89.0,123.9,15,116.2,162.8,7.6,0
2.110,78.7,20,79.8,-0.77,120.6,50,193.6,1698,28.3,87.5,123.9,15,116.2,162.8,8.1,0
2.153,75.7,18,79.8,-0.82,120.6,50,193.6,1624,27.2,88.0,123.9,15,116.2,162.8,8.3,0
2.188,72.4,0,79.8,-1.23,120.6,50,193.6,1540,25.4,86.7,123.9,15,116.2,162.8,8.5,0
2.231,69.1,0,79.8,-2.11,120.6,50,193.6,1464,21.6,77.6,123.9,15,116.2,162.8,8.8,0
2.267,66.0,0,79.8,-4.27,120.6,50,193.6,1412,15.1,56.1,123.9,15,116.2,162.8,8.9,0
