Time (sec),(TC) Steering Wheel Angle (degrees),Accel. Pedal Pos. (%),Ambient Air Temp. (F),Boost Pressure (psi),Charge Air Temp. (F),Clutch Pedal Pos. (%),Coolant Temp. (F),Engine RPM (RPM),Est. Horsepower (hp),Estimated Torque (ft-lb),Fuel Rail Temp. (F),Gear Current (Gear),Intake Air Temp. (F),Oil Temperature (F),Vehicle Speed (mph),"AP Info:[AP3-FOR-001 v1.7.5.0-25364][USDM 2013-2014 Focus ST (50S)][Reflash: Stage1 91 OCT or 95 RON v506.ptm]"
0.979,11.7,0,82.6,-8.78,107.1,100,188.2,889,1.7,9.8,142.5,15,120.4,171.5,0.0,0
1.024,11.7,0,82.6,-8.76,107.1,50,188.2,886,1.7,9.8,142.5,15,120.4,171.5,0.0,0
1.060,11.7,0,82.6,-8.74,107.1,50,188.2,872,1.7,10.1,142.5,15,120.4,171.5,0.0,0
1.105,11.7,0,82.6,-8.72,107.1,0,188.2,840,1.6,10.2,142.5,15,120.4,171.5,0.0,0
1.138,11.7,0,82.6,-8.69,107.1,0,188.2,849,1.7,10.3,142.5,15,120.4,171.5,0.0,0
1.182,11.7,0,82.6,-8.68,107.1,0,188.2,860,1.7,10.3,142.5,15,120.4,171.5,0.0,0
1.227,11.7,0,82.6,-8.64,107.1,0,188.2,868,1.8,10.8,142.5,15,120.4,171.5,0.0,0
1.260,11.7,0,82.6,-8.58,107.1,0,188.2,874,1.8,10.8,142.5,15,120.4,171.5,0.0,0
1.305,11.7,0,82.6,-8.57,107.1,0,188.2,875,1.9,11.4,142.5,15,120.4,171.5,0.0,0
1.348,11.7,0,82.6,-8.52,107.1,0,188.2,874,2.0,11.8,142.5,15,120.4,171.5,0.0,0
1.381,11.7,0,82.6,-8.51,107.1,0,188.2,878,2.0,12.1,142.5,15,120.4,171.5,0.0,0
1.417,11.7,0,82.6,-8.49,107.1,0,188.2,876,2.0,12.1,142.5,15,120.4,171.5,0.0,0
1.461,11.7,0,82.6,-8.51,107.1,0,188.2,881,2.0,12.2,142.5,15,120.4,171.5,0.0,0
1.506,11.7,0,82.6,-8.50,107.1,0,188.2,882,2.0,12.2,142.5,15,120.4,171.5,0.0,0
1.546,11.7,0,82.6,-8.51,107.1,0,188.2,886,2.1,12.2,142.5,15,120.4,171.5,0.0,0
1.579,11.7,0,82.6,-8.51,107.1,0,188.2,890,2.1,12.4,142.5,15,120.4,171.5,0.0,0
1.624,11.7,0,82.6,-8.50,107.1,0,188.2,892,2.1,12.4,142.5,15,120.4,171.5,0.0,0
1.658,11.7,0,82.6,-8.50,107.1,0,188.2,900,2.1,12.4,142.5,15,120.4,171.5,0.0,0
1.701,11.7,0,82.6,-8.52,107.1,0,188.2,903,2.1,12.2,142.5,15,120.4,171.5,0.0,0
1.746,11.7,0,82.6,-8.53,107.1,0,188.2,907,2.1,12.2,142.5,15,120.4,171.5,0.0,0
1.781,11.7,0,82.6,-8.55,107.1,0,188.2,911,2.1,12.2,142.5,15,120.4,171.5,0.0,0
1.825,11.7,0,82.6,-8.55,107.1,0,188.2,912,2.1,12.2,142.5,15,120.4,171.5,0.0,0
1.858,11.7,0,82.6,-8.55,107.1,0,188.2,915,2.1,12.1,142.5,15,120.4,171.5,0.0,0
1.903,11.7,0,82.6,-8.56,107.1,0,188.2,917,2.1,12.1,142.5,15,120.4,171.5,0.0,0
1.946,11.7,0,82.6,-8.58,107.1,0,188.2,917,2.1,11.9,142.5,15,120.4,171.5,0.0,0
1.979,11.7,0,82.6,-8.59,107.1,0,188.2,917,2.1,11.9,142.5,15,120.4,171.5,0.0,0
2.025,11.7,0,82.6,-8.60,107.1,0,188.2,913,2.1,11.8,142.5,15,120.4,171.5,0.0,0
2.062,11.7,0,82.6,-8.61,107.1,0,188.2,911,2.0,11.7,142.5,15,120.4,171.5,0.0,0
2.107,11.7,0,82.6,-8.63,107.1,0,188.2,910,2.0,11.4,142.5,15,120.4,171.5,0.0,0
2.140,11.7,0,82.6,-8.64,107.1,0,188.2,909,2.0,11.4,142.5,15,120.4,171.5,0.0,0
2.184,11.7,0,82.6,-8.64,107.1,0,188.2,909,2.0,11.5,142.5,15,120.4,171.5,0.0,0
2.228,11.7,0,82.6,-8.65,107.1,0,188.2,907,2.0,11.3,142.5,15,120.4,171.5,0.0,0
2.261,11.7,0,82.6,-8.65,107.1,0,188.2,908,1.9,11.2,142.5,15,120.4,171.5,0.0,0
2.306,11.7,0,82.6,-8.65,107.1,0,188.2,908,1.9,11.1,142.5,15,120.4,171.5,0.0,0
2.341,11.7,0,82.6,-8.67,107.1,0,188.2,909,1.9,11.1,142.5,15,120.4,171.5,0.0,0
2.386,11.7,0,82.6,-8.67,107.1,0,188.2,909,1.9,11.1,142.5,15,120.4,171.5,0.0,0
2.419,11.7,0,82.6,-8.67,107.1,0,188.2,907,1.9,11.1,142.5,15,120.4,171.5,0.0,0
2.463,11.7,0,82.6,-8.68,107.1,0,188.2,906,1.9,11.0,142.5,15,120.4,171.5,0.0,0
2.507,11.7,0,82.6,-8.67,107.1,0,188.2,907,1.9,11.1,142.5,15,120.4,171.5,0.0,0
2.540,11.7,0,82.6,-8.67,107.1,0,188.2,907,1.9,11.1,142.5,15,120.4,171.5,0.0,0
2.586,11.7,0,82.6,-8.67,107.1,0,188.2,909,1.9,11.1,142.5,15,120.4,171.5,0.0,0
2.620,11.7,0,82.6,-8.66,107.1,0,188.2,913,1.9,11.0,142.5,15,120.4,171.5,0.0,0
2.664,11.7,0,82.6,-8.66,107.1,0,188.2,915,1.9,11.1,142.5,15,120.4,171.5,0.0,0
2.697,11.7,0,82.6,-8.64,107.1,0,188.2,915,1.9,11.1,142.5,15,120.4,171.6,0.0,0
2.745,11.7,0,82.6,-8.67,107.1,0,188.2,917,1.9,11.1,142.5,15,120.4,171.6,0.0,0
2.788,11.7,0,82.6,-8.67,107.1,0,188.2,917,1.9,11.1,142.5,15,120.4,171.6,0.0,0
2.822,11.7,0,82.6,-8.67,107.1,0,188.2,915,1.9,11.1,142.5,15,120.4,171.6,0.0,0
2.867,11.7,0,82.6,-8.66,107.1,0,188.2,914,1.9,11.1,142.5,15,120.4,171.6,0.0,0
2.901,11.7,0,82.6,-8.67,107.1,0,188.2,914,1.9,11.0,142.5,15,120.4,171.6,0.0,0
2.946,11.7,0,82.6,-8.71,107.1,0,188.2,917,1.9,10.8,142.5,15,120.4,171.6,0.0,0
2.979,11.7,0,82.6,-8.74,106.7,0,188.2,915,1.9,10.7,142.5,15,120.4,171.6,0.0,0
3.019,11.7,0,82.6,-8.72,106.7,0,188.2,911,1.8,10.6,142.5,15,120.4,171.6,0.0,0
3.062,11.7,0,82.6,-8.74,106.7,0,188.2,907,1.8,10.5,142.5,15,120.4,171.6,0.0,0
3.097,11.7,0,82.6,-8.71,107.1,0,188.2,900,1.8,10.4,142.5,15,120.4,171.6,0.0,0
3.140,11.7,0,82.6,-8.74,107.1,0,188.2,898,1.8,10.6,142.5,15,120.4,171.6,0.0,0
3.186,11.7,0,82.6,-8.73,107.1,0,188.2,902,1.8,10.4,142.5,15,120.4,171.6,0.0,0
3.219,11.7,0,82.6,-8.71,107.1,0,188.2,903,1.8,10.6,142.5,15,120.4,171.6,0.0,0
3.265,11.7,0,82.6,-8.69,107.1,0,188.2,901,1.8,10.6,142.5,15,120.4,171.6,0.0,0
3.299,11.7,0,82.6,-8.69,107.1,0,188.2,897,1.8,10.7,142.5,15,120.4,171.6,0.0,0
3.342,11.7,0,82.6,-8.70,107.1,0,188.2,890,1.8,10.7,142.5,15,120.4,171.6,0.0,0
3.387,11.7,0,82.6,-8.70,106.7,0,188.2,890,1.8,10.6,142.5,15,120.4,171.6,0.0,0
3.420,11.7,0,82.6,-8.70,106.7,0,188.2,894,1.8,10.6,142.5,15,120.4,171.6,0.0,0
3.458,11.7,0,82.6,-8.69,106.7,0,188.2,897,1.8,10.8,142.5,15,120.4,171.6,0.0,0
3.501,11.7,0,82.6,-8.68,106.7,0,188.2,899,1.8,10.7,142.5,15,120.4,171.6,0.0,0
3.545,11.7,0,82.6,-8.67,106.7,0,188.2,902,1.9,10.8,142.5,15,120.4,171.6,0.0,0
3.579,11.7,0,82.6,-8.68,106.7,0,188.2,900,1.9,10.8,142.5,15,120.4,171.6,0.0,0
3.622,11.7,0,82.6,-8.66,106.7,0,188.2,903,1.9,11.0,142.5,15,120.4,171.6,0.0,0
3.666,11.7,0,82.6,-8.67,106.7,0,188.2,906,1.9,10.9,142.5,15,120.4,171.6,0.0,0
3.700,11.7,0,82.6,-8.66,106.7,0,188.2,907,1.9,10.9,142.5,15,120.4,171.6,0.0,0
3.745,11.7,0,82.6,-8.69,106.7,0,188.2,910,1.9,11.1,142.5,15,120.4,171.6,0.0,0
3.788,11.7,0,82.6,-8.69,107.1,0,188.2,913,1.9,10.8,142.5,15,120.4,171.6,0.0,0
3.818,11.7,0,82.6,-8.66,107.1,0,188.2,911,1.9,11.1,142.5,15,120.4,171.6,0.0,0
3.861,11.7,0,82.6,-8.68,107.1,0,188.2,907,1.9,10.8,142.5,15,120.4,171.6,0.0,0
3.906,11.7,0,82.6,-8.66,106.7,0,188.2,903,1.9,10.9,142.5,15,120.4,171.6,0.0,0
3.945,11.7,0,82.6,-8.67,106.7,0,188.2,902,1.9,11.1,142.5,15,120.4,171.6,0.0,0
3.980,11.7,0,82.6,-8.67,106.7,0,188.2,905,1.9,11.0,142.6,15,120.4,171.6,0.0,0
4.025,11.7,0,82.6,-8.68,106.7,0,188.2,907,1.9,11.1,142.6,15,120.4,171.6,0.0,0
4.058,11.7,0,82.6,-8.69,106.7,0,188.2,906,1.9,10.9,142.6,15,120.4,171.6,0.0,0
4.102,11.7,0,82.6,-8.67,107.1,0,188.2,905,1.9,10.8,142.6,15,120.4,171.6,0.0,0
4.140,11.7,0,82.6,-8.69,107.1,0,188.2,900,1.9,11.1,142.6,15,120.4,171.6,0.0,0
4.185,11.7,0,82.6,-8.68,106.7,0,188.2,898,1.9,10.9,142.6,15,120.4,171.6,0.0,0
4.225,11.7,0,82.6,-8.70,106.7,0,188.2,897,1.9,11.0,142.6,15,120.4,171.6,0.0,0
4.259,11.7,0,82.6,-8.69,106.7,0,188.2,899,1.8,10.8,142.6,15,120.4,171.6,0.0,0
4.305,11.7,0,82.6,-8.69,106.7,0,188.2,902,1.9,10.8,142.6,15,120.4,171.6,0.0,0
4.348,11.7,0,82.6,-8.69,106.7,0,188.2,905,1.9,10.8,142.6,15,120.4,171.6,0.0,0
4.381,11.7,0,82.6,-8.69,106.7,0,188.2,902,1.9,10.8,142.6,15,120.4,171.6,0.0,0
4.416,11.7,0,82.6,-8.67,106.7,0,188.2,904,1.9,11.0,142.6,15,120.4,171.6,0.0,0
4.460,11.7,0,82.6,-8.68,106.7,0,188.2,904,1.9,10.9,142.6,15,120.4,171.6,0.0,0
4.505,11.7,0,82.6,-8.68,106.7,0,188.2,905,1.9,10.9,142.6,15,120.4,171.6,0.0,0
4.540,11.7,0,82.6,-8.70,106.7,0,188.2,908,1.9,10.9,142.6,15,120.4,171.6,0.0,0
4.585,11.7,0,82.6,-8.69,106.7,0,188.2,910,1.9,10.9,142.6,15,120.4,171.6,0.0,0
4.618,11.7,0,82.6,-8.70,106.7,0,188.2,911,1.9,10.8,142.6,15,120.4,171.6,0.0,0
4.662,11.7,0,82.6,-8.69,106.7,0,188.2,909,1.9,10.9,142.6,15,120.4,171.6,0.0,0
4.699,11.7,0,82.6,-8.71,106.7,0,188.2,909,1.9,10.8,142.6,15,120.4,171.6,0.0,0
4.742,11.7,0,82.6,-8.69,106.7,0,188.2,903,1.8,10.8,142.6,15,120.4,171.6,0.0,0
4.786,11.7,0,82.6,-8.71,106.7,0,188.2,899,1.8,10.7,142.6,15,120.4,171.6,0.0,0
4.820,11.7,0,82.6,-8.70,106.7,0,188.2,899,1.8,10.8,142.6,15,120.4,171.6,0.0,0
4.866,11.7,0,82.6,-8.69,106.7,0,188.2,896,1.9,10.8,142.6,15,120.7,171.6,0.0,0
4.899,11.7,0,82.6,-8.71,107.1,0,188.2,890,1.8,10.7,142.6,15,120.7,171.6,0.0,0
4.947,11.7,0,82.6,-8.71,107.1,0,188.2,888,1.8,10.7,142.6,15,120.7,171.6,0.0,0
4.980,11.7,0,82.6,-8.73,106.7,0,188.2,889,1.8,10.7,142.6,15,120.4,171.6,0.0,0
5.020,11.7,0,82.6,-8.72,106.7,0,188.2,885,1.8,10.5,142.6,15,120.4,171.6,0.0,0
5.063,11.7,0,82.6,-8.71,106.7,0,188.2,889,1.8,10.5,142.6,15,120.4,171.6,0.0,0
5.099,11.7,0,82.6,-8.71,106.7,0,188.2,889,1.8,10.4,142.6,15,120.4,171.6,0.0,0
5.143,11.7,0,82.6,-8.72,106.7,0,188.2,890,1.8,10.6,142.6,15,120.4,171.6,0.0,0
5.187,11.7,0,82.6,-8.71,106.7,0,188.2,895,1.8,10.6,142.6,15,120.4,171.6,0.0,0
5.219,11.7,0,82.6,-8.70,106.7,0,188.2,893,1.8,10.6,142.6,15,120.4,171.6,0.0,0
5.265,11.7,0,82.6,-8.69,106.7,0,188.2,894,1.8,10.8,142.6,15,120.4,171.6,0.0,0
5.309,11.7,0,82.6,-8.70,106.7,0,188.2,893,1.8,10.7,142.6,15,120.4,171.6,0.0,0
5.342,11.7,0,82.6,-8.69,106.7,0,188.2,894,1.8,10.7,142.6,15,120.4,171.6,0.0,0
5.378,11.7,0,82.6,-8.71,106.7,0,188.2,899,1.9,10.8,142.6,15,120.4,171.6,0.0,0
5.422,11.7,0,82.6,-8.71,106.7,0,188.2,899,1.8,10.6,142.6,15,120.4,171.6,0.0,0
5.466,11.7,0,82.6,-8.69,106.7,0,188.2,900,1.9,10.8,142.6,15,120.4,171.6,0.0,0
5.500,11.7,0,82.6,-8.70,106.7,0,188.2,900,1.8,10.8,142.6,15,120.4,171.6,0.0,0
5.545,11.7,0,82.6,-8.70,106.7,0,188.2,899,1.8,10.8,142.6,15,120.4,171.6,0.0,0
5.578,11.7,0,82.6,-8.73,106.7,0,188.2,897,1.8,10.8,142.6,15,120.4,171.6,0.0,0
5.622,11.7,0,82.6,-8.72,106.7,0,188.2,896,1.8,10.5,142.6,15,120.4,171.6,0.0,0
5.659,11.7,0,82.6,-8.71,106.7,0,188.2,894,1.8,10.8,142.6,15,120.4,171.6,0.0,0
5.703,11.7,0,82.6,-8.70,106.7,0,188.2,893,1.8,10.5,142.6,15,120.4,171.6,0.0,0
5.737,11.7,0,82.6,-8.71,106.7,0,188.2,889,1.8,10.8,142.6,15,120.4,171.6,0.0,0
5.781,11.7,0,82.6,-8.71,106.7,0,188.2,884,1.8,10.8,142.6,15,120.7,171.6,0.0,0
5.825,11.7,0,82.6,-8.70,106.7,0,188.2,885,1.8,10.7,142.6,15,120.7,171.6,0.0,0
5.859,11.7,0,82.6,-8.69,106.7,0,188.2,887,1.8,10.8,142.6,15,120.4,171.6,0.0,0
5.903,11.7,0,82.6,-8.69,106.7,0,188.2,890,1.8,10.8,142.6,15,120.4,171.6,0.0,0
5.938,11.7,0,82.6,-8.69,106.7,0,188.2,895,1.8,10.6,142.6,15,120.4,171.6,0.0,0
5.981,11.7,0,82.6,-8.68,106.7,0,188.2,900,1.9,10.8,142.6,15,120.7,171.6,0.0,0
6.026,11.7,0,82.9,-8.71,106.7,0,188.2,901,1.8,10.7,142.6,15,120.7,171.6,0.0,0
6.061,11.7,0,82.9,-8.68,106.7,0,188.2,902,1.9,11.1,142.6,15,120.7,171.6,0.0,0
6.097,11.7,0,82.6,-8.69,106.7,0,188.2,904,1.9,10.9,142.6,15,120.7,171.6,0.0,0
6.143,11.7,0,82.6,-8.70,106.7,0,188.2,904,1.9,10.8,142.6,15,120.7,171.6,0.0,0
6.177,11.7,0,82.6,-8.72,106.7,0,188.2,907,1.9,11.0,142.6,15,120.7,171.6,0.0,0
6.223,11.7,0,82.6,-8.71,106.7,0,188.2,906,1.9,10.8,142.6,15,120.7,171.6,0.0,0
6.258,11.7,0,82.6,-8.72,106.7,0,188.2,907,1.9,10.8,142.6,15,120.7,171.6,0.0,0
6.302,11.7,0,82.6,-8.70,106.7,0,188.2,906,1.8,10.7,142.6,15,120.7,171.6,0.0,0
6.337,11.7,0,82.6,-8.72,106.7,0,188.2,904,1.9,10.8,142.6,15,120.7,171.6,0.0,0
6.382,11.7,0,82.9,-8.73,106.7,0,188.2,903,1.8,10.8,142.6,15,120.7,171.6,0.0,0
6.417,11.7,0,82.9,-8.73,106.7,0,188.2,904,1.8,10.6,142.6,15,120.7,171.6,0.0,0
6.460,11.7,0,82.9,-8.72,106.7,0,188.2,904,1.8,10.7,142.6,15,120.7,171.6,0.0,0
6.506,11.7,0,82.6,-8.71,106.7,0,188.2,902,1.8,10.5,142.6,15,120.7,171.6,0.0,0
6.540,11.7,0,82.6,-8.72,106.7,0,188.2,903,1.9,10.8,142.6,15,120.7,171.6,0.0,0
6.584,11.7,0,82.6,-8.72,106.7,0,188.2,891,1.8,10.7,142.6,15,120.7,171.6,0.0,0
6.619,11.7,0,82.9,-8.70,106.7,0,188.2,893,1.8,10.8,142.6,15,120.7,171.6,0.0,0
6.665,11.7,0,82.9,-8.70,106.7,0,188.2,894,1.8,10.8,142.6,15,120.7,171.6,0.0,0
6.698,11.7,0,82.6,-8.66,106.7,0,188.2,895,1.8,10.8,142.6,15,120.7,171.6,0.0,0
6.745,11.7,0,82.6,-8.67,106.7,0,188.2,898,1.9,11.1,142.6,15,120.7,171.6,0.0,0
6.779,11.7,0,82.6,-8.65,106.7,0,188.2,904,1.9,11.1,142.6,15,120.7,171.6,0.0,0
6.822,11.7,0,82.6,-8.65,106.7,0,188.2,907,1.9,11.2,142.6,15,120.7,171.6,0.0,0
6.859,11.7,0,82.6,-8.66,106.7,0,188.2,909,2.0,11.3,142.6,15,120.7,171.6,0.0,0
6.903,11.7,0,82.6,-8.64,106.7,0,188.2,909,1.9,11.2,142.6,15,120.7,171.6,0.0,0
6.937,11.7,0,82.6,-8.67,106.7,0,188.2,910,1.9,11.1,142.6,15,120.7,171.6,0.0,0
6.980,11.7,0,82.9,-8.68,106.7,0,188.2,908,1.9,11.1,142.6,15,120.7,171.6,0.0,0
7.018,11.7,0,82.9,-8.67,106.7,0,188.2,906,1.9,11.0,142.6,15,120.7,171.6,0.0,0
7.063,11.7,0,82.9,-8.66,106.7,0,188.2,908,1.9,11.2,142.6,15,120.7,171.6,0.0,0
7.106,11.7,0,82.9,-8.67,106.7,0,188.2,906,1.9,11.0,142.6,15,120.7,171.6,0.0,0
7.140,11.7,0,82.9,-8.69,106.7,0,188.2,908,1.9,11.3,142.6,15,120.7,171.6,0.0,0
7.185,11.7,0,82.9,-8.69,106.7,0,188.2,905,1.9,11.0,142.6,15,120.7,171.6,0.0,0
7.219,11.7,0,82.6,-8.67,106.7,0,188.2,904,1.9,11.2,142.6,15,120.7,171.6,0.0,0
7.266,11.7,0,82.6,-8.68,106.7,0,188.2,904,1.9,10.9,142.6,15,120.7,171.6,0.0,0
7.299,11.7,0,82.6,-8.68,106.7,0,188.2,903,1.9,11.1,142.6,15,120.7,171.6,0.0,0
7.345,11.7,0,82.6,-8.70,106.7,0,188.2,904,1.9,10.9,142.6,15,120.7,171.6,0.0,0
7.379,11.7,0,82.6,-8.69,106.7,0,188.2,899,1.9,10.8,142.6,15,120.7,171.6,0.0,0
7.422,11.7,0,82.6,-8.71,106.7,0,188.2,896,1.8,10.8,142.6,15,120.7,171.6,0.0,0
7.467,11.7,0,82.6,-8.68,106.7,0,188.2,894,1.9,11.0,142.6,15,120.7,171.6,0.0,0
7.500,11.7,0,82.9,-8.71,106.7,0,188.2,893,1.8,10.8,142.6,15,120.7,171.6,0.0,0
7.537,11.7,0,82.9,-8.72,106.7,0,188.2,894,1.8,10.7,142.6,15,120.7,171.6,0.0,0
7.580,11.7,0,82.9,-8.70,106.7,0,188.2,893,1.8,10.8,142.6,15,120.7,171.6,0.0,0
7.626,11.7,0,82.9,-8.69,106.7,0,188.2,896,1.8,10.8,142.6,15,120.7,171.6,0.0,0
7.658,11.7,0,82.9,-8.68,106.7,0,188.2,900,1.9,11.0,142.6,15,120.7,171.6,0.0,0
7.701,11.7,0,82.6,-8.70,106.7,0,188.2,899,1.8,10.8,142.6,15,120.7,171.6,0.0,0
7.738,11.7,0,82.6,-8.70,106.7,0,188.2,901,1.8,10.8,142.6,15,120.7,171.6,0.0,0
7.781,11.7,0,82.6,-8.70,106.7,0,188.2,893,1.8,10.8,142.6,15,120.7,171.6,0.0,0
7.826,11.7,0,82.6,-8.70,106.7,0,188.2,895,1.8,10.8,142.6,15,120.7,171.6,0.0,0
7.859,11.7,0,82.6,-8.68,106.7,0,188.2,895,1.9,10.9,142.6,15,120.7,171.6,0.0,0
7.905,11.7,0,82.9,-8.69,106.7,0,188.2,898,1.9,10.8,142.6,15,120.7,171.6,0.0,0
7.940,11.7,0,82.9,-8.69,106.7,0,188.2,902,1.9,10.8,142.6,15,120.7,171.6,0.0,0
7.984,11.7,0,82.9,-8.69,106.7,50,188.2,905,1.9,10.9,142.6,15,120.7,171.6,0.0,0
8.018,11.7,0,82.9,-8.71,106.7,50,188.2,904,1.9,10.8,142.6,15,120.7,171.6,0.0,0
8.061,11.7,0,82.9,-8.68,106.7,50,188.2,899,1.9,11.0,142.6,15,120.7,171.6,0.0,0
8.105,11.7,0,82.6,-8.69,106.7,75,188.2,896,1.9,10.9,142.6,15,120.7,171.6,0.0,0
8.141,11.7,0,82.6,-8.71,106.7,100,188.2,893,1.8,10.8,142.6,15,120.7,171.6,0.0,0
8.187,11.7,0,82.9,-8.69,106.7,100,188.2,896,1.9,10.9,142.6,15,120.7,171.6,0.0,0
8.222,11.7,0,82.9,-8.67,106.7,100,188.2,898,1.9,10.9,142.6,15,120.7,171.6,0.0,0
8.257,11.7,0,82.9,-8.66,106.7,100,188.2,900,1.9,11.2,142.6,15,120.7,171.6,0.0,0
8.300,11.7,0,82.9,-8.66,106.7,100,188.2,900,1.9,11.1,142.6,15,120.7,171.6,0.0,0
8.345,11.7,0,82.9,-8.67,106.7,100,188.2,898,1.9,11.2,142.6,15,120.7,171.6,0.0,0
8.379,11.7,0,82.9,-8.69,106.7,100,188.2,891,1.9,11.1,142.6,15,120.7,171.6,0.0,0
8.422,11.7,0,82.9,-8.69,106.7,100,188.2,894,1.9,10.9,142.6,15,120.7,171.6,0.0,0
8.458,11.7,0,82.9,-8.71,106.7,100,188.2,896,1.8,10.8,142.6,15,120.7,171.6,0.0,0
8.501,11.7,0,82.9,-8.72,106.7,100,188.2,897,1.8,10.5,142.6,15,120.7,171.6,0.0,0
8.545,11.7,0,82.9,-8.72,106.7,100,188.2,899,1.8,10.7,142.6,15,120.7,171.6,0.0,0
8.579,11.7,0,82.6,-8.74,106.7,100,188.2,902,1.8,10.7,142.6,15,120.7,171.6,0.0,0
8.626,11.7,0,82.6,-8.71,106.7,100,188.2,904,1.9,10.8,142.6,15,120.7,171.6,0.0,0
8.659,11.7,0,82.6,-8.73,106.7,100,188.2,903,1.8,10.7,142.6,15,120.7,171.6,0.0,0
8.704,11.7,0,82.9,-8.71,106.7,100,188.2,901,1.8,10.5,142.6,15,120.7,171.6,0.0,0
8.742,11.7,0,82.9,-8.72,106.7,100,188.2,900,1.8,10.8,142.6,15,120.7,171.6,0.0,0
8.786,11.7,0,82.6,-8.73,106.7,100,188.2,900,1.8,10.7,142.6,15,120.7,171.6,0.0,0
8.821,11.7,0,82.6,-8.72,106.7,100,188.2,900,1.8,10.5,142.6,15,120.7,171.6,0.0,0
8.865,11.7,0,82.6,-8.72,106.7,100,188.2,899,1.8,10.6,142.6,15,120.7,171.6,0.0,0
8.900,11.7,0,82.6,-8.71,106.7,100,188.2,900,1.8,10.5,142.6,15,120.7,171.6,0.0,0
8.943,11.7,0,82.6,-8.72,106.7,100,188.2,903,1.8,10.8,142.6,15,120.7,171.6,0.0,0
8.978,11.7,0,82.6,-8.72,106.7,100,188.2,904,1.8,10.6,142.6,15,120.7,171.6,0.0,0
9.023,11.7,0,82.9,-8.71,106.7,100,188.2,900,1.8,10.7,142.6,15,120.7,171.6,0.0,0
