Time (sec),(TC) Steering Wheel Angle (degrees),Accel. Pedal Pos. (%),Ambient Air Temp. (F),Boost Pressure (psi),Charge Air Temp. (F),Clutch Pedal Pos. (%),Coolant Temp. (F),Engine RPM (RPM),Est. Horsepower (hp),Estimated Torque (ft-lb),Fuel Rail Temp. (F),Gear Current (Gear),Intake Air Temp. (F),Oil Temperature (F),Vehicle Speed (mph),"AP Info:[AP3-FOR-001 v1.7.5.0-25364][USDM 2013-2014 Focus ST (50S)][Reflash: Stage1 91 OCT or 95 RON v506.ptm]"
0.000,8.4,0,0.0,-8.39,128.7,100,193.1,0,0.0,0.0,186.1,15,176.3,190.9,0.0,0
0.034,8.4,0,99.1,-8.39,128.7,100,193.1,913,1.8,10.5,186.1,15,176.3,190.9,0.0,0
0.067,8.4,0,99.1,-8.42,128.7,100,193.1,913,1.8,10.5,186.1,15,176.3,190.9,0.0,0
0.122,8.4,0,99.1,-8.42,128.7,100,193.1,913,1.8,10.3,186.1,15,176.3,190.9,0.0,0
0.147,8.4,0,99.1,-8.46,128.7,100,193.1,909,1.8,10.2,186.1,15,176.3,190.9,0.0,0
0.193,8.4,0,99.1,-8.47,128.7,100,193.1,908,1.8,10.1,186.1,15,176.3,190.9,0.0,0
0.227,8.4,0,99.1,-8.49,128.7,100,193.1,906,1.7,9.9,186.1,15,176.3,190.9,0.0,0
0.274,8.4,0,99.1,-8.51,128.7,100,193.1,900,1.7,10.0,186.1,15,176.3,190.9,0.0,0
0.309,8.4,0,99.1,-8.52,128.7,100,193.1,890,1.6,9.7,186.1,15,176.3,190.9,0.0,0
0.352,8.4,0,99.1,-8.50,128.7,100,193.1,889,1.7,9.9,186.1,15,176.3,190.9,0.0,0
0.393,8.4,0,99.1,-8.50,128.7,100,193.1,890,1.7,9.8,186.1,15,176.3,190.9,0.0,0
0.444,8.4,0,99.1,-8.49,128.7,100,193.1,894,1.7,9.8,186.1,15,176.3,190.9,0.0,0
0.467,8.4,0,99.1,-8.49,128.7,100,193.1,900,1.7,10.0,186.1,15,176.3,190.9,0.0,0
0.513,8.4,0,99.1,-8.45,128.7,100,193.1,905,1.7,10.1,186.1,15,176.3,190.9,0.0,0
0.556,8.4,0,99.1,-8.42,128.8,100,193.1,908,1.8,10.3,186.1,15,176.3,190.9,0.0,0
0.589,8.4,0,99.1,-8.41,128.8,100,193.1,907,1.8,10.5,186.1,15,176.3,190.9,0.0,0
0.634,8.4,0,99.1,-8.39,128.8,100,193.1,906,1.8,10.5,186.1,15,176.3,190.9,0.0,0
0.673,8.4,0,99.1,-8.38,128.7,100,193.1,909,1.8,10.6,186.1,15,176.3,190.9,0.0,0
0.712,8.4,0,99.1,-8.39,128.7,100,193.1,916,1.8,10.5,186.1,15,176.3,190.9,0.0,0
0.753,8.4,0,99.1,-8.38,128.7,100,193.1,919,1.9,10.7,186.1,15,176.3,190.9,0.0,0
0.793,8.4,0,99.1,-8.37,128.7,100,193.1,919,1.9,10.8,186.1,15,176.3,190.9,0.0,0
0.826,8.4,0,99.1,-8.37,128.7,50,193.1,919,1.9,10.6,186.1,15,176.3,190.9,0.0,0
0.875,8.4,0,99.1,-8.40,128.7,50,193.1,921,1.9,10.7,186.1,15,176.3,190.9,0.0,0
0.909,8.4,0,99.1,-8.42,128.7,25,193.1,898,1.8,10.4,186.1,15,176.3,190.9,0.0,0
0.954,8.4,0,99.1,-8.39,128.7,0,193.1,862,1.8,10.7,186.1,15,176.3,190.9,0.0,0
0.988,8.4,0,99.1,-8.35,128.7,0,193.1,871,1.8,10.6,186.1,15,176.3,190.9,0.0,0
1.034,8.4,0,99.1,-8.35,128.7,0,193.1,884,1.8,10.8,186.1,15,176.3,190.9,0.0,0
1.070,8.4,0,99.1,-8.38,128.7,0,193.1,884,1.8,10.8,186.1,15,176.3,190.9,0.0,0
1.113,8.4,0,99.1,-8.43,128.7,0,193.1,879,1.8,10.6,186.1,15,176.3,190.9,0.0,0
1.153,8.4,0,99.1,-8.47,128.8,0,193.1,876,1.7,10.0,186.1,15,176.3,190.9,0.0,0
1.190,8.4,0,99.1,-8.49,128.8,0,193.1,876,1.6,9.8,186.1,15,176.3,190.9,0.0,0
1.227,8.4,0,99.1,-8.48,128.8,0,193.1,880,1.6,9.7,186.1,15,176.3,190.9,0.0,0
1.272,8.4,0,99.1,-8.49,128.7,0,193.1,886,1.7,9.8,186.1,15,176.3,190.9,0.0,0
1.310,8.4,0,99.1,-8.46,128.7,0,193.1,885,1.7,10.1,186.1,15,176.3,190.9,0.0,0
1.347,8.4,0,99.1,-8.43,128.7,0,193.1,895,1.7,10.1,186.1,15,176.3,190.9,0.0,0
1.393,8.4,0,99.1,-8.41,128.8,0,193.1,898,1.8,10.4,186.1,15,176.3,190.9,0.0,0
1.442,8.4,0,99.1,-8.40,128.8,0,193.1,903,1.8,10.5,186.1,15,176.3,190.9,0.0,0
1.467,8.4,0,99.1,-8.39,128.7,0,193.1,907,1.8,10.5,186.1,15,176.3,190.9,0.0,0
1.522,8.4,0,99.1,-8.41,128.7,0,193.1,909,1.8,10.6,186.1,15,176.3,190.9,0.0,0
1.545,8.4,0,99.1,-8.43,128.8,0,193.1,899,1.7,10.2,186.1,15,176.3,190.9,0.0,0
1.593,8.4,0,99.1,-8.49,128.8,0,193.1,896,1.7,10.0,186.1,15,176.3,190.9,0.0,0
1.626,8.4,0,99.1,-8.56,128.8,0,193.1,894,1.6,9.4,186.1,15,176.3,190.9,0.0,0
1.673,8.4,0,99.1,-8.58,128.8,0,193.1,889,1.5,9.1,186.1,15,176.3,190.9,0.0,0
1.707,8.4,0,99.1,-8.55,128.8,0,193.1,891,1.6,9.3,186.1,15,176.3,190.9,0.0,0
1.751,8.4,0,99.1,-8.56,128.8,0,193.1,878,1.5,9.1,186.1,15,176.3,190.9,0.0,0
1.795,8.4,0,99.1,-8.54,128.8,0,193.1,870,1.5,9.3,186.1,15,176.3,190.9,0.0,0
