Time (sec),(TC) Steering Wheel Angle (degrees),Accel. Pedal Pos. (%),Ambient Air Temp. (F),Boost Pressure (psi),Charge Air Temp. (F),Clutch Pedal Pos. (%),Coolant Temp. (F),Engine RPM (RPM),Est. Horsepower (hp),Estimated Torque (ft-lb),Fuel Rail Temp. (F),Gear Current (Gear),Intake Air Temp. (F),Oil Temperature (F),Vehicle Speed (mph),"AP Info:[AP3-FOR-001 v1.7.5.0-25364][USDM 2013-2014 Focus ST (50S)][Reflash: Stage1 91 OCT or 95 RON v506.ptm]"
0.000,2.4,0,0.0,-8.70,96.6,100,188.2,0,0.0,0.0,127.3,15,107.9,168.6,0.0,0
0.034,2.4,0,76.6,-8.68,96.6,100,188.2,882,1.7,10.3,127.3,15,107.9,168.6,0.0,0
0.066,2.4,0,76.6,-8.66,96.6,100,188.2,881,1.7,10.4,127.3,15,107.9,168.6,0.0,0
0.100,2.4,0,76.6,-8.64,96.6,100,188.2,881,1.8,10.5,127.3,15,107.9,168.6,0.0,0
0.145,2.4,0,76.6,-8.65,96.6,100,188.2,881,1.7,10.4,127.3,15,107.9,168.6,0.0,0
0.185,2.4,0,76.6,-8.66,96.3,100,188.2,880,1.8,10.5,127.3,15,107.9,168.6,0.0,0
0.218,2.4,0,76.6,-8.67,96.3,100,188.2,880,1.8,10.5,127.3,15,107.9,168.6,0.0,0
0.265,2.4,0,76.6,-8.64,96.3,100,188.2,886,1.8,10.7,127.3,15,107.9,168.6,0.0,0
0.299,2.4,0,76.6,-8.65,96.3,100,188.2,888,1.8,10.6,127.3,15,107.9,168.6,0.0,0
0.345,2.4,0,76.6,-8.64,96.3,100,188.2,888,1.8,10.5,127.3,15,107.9,168.6,0.0,0
0.387,2.4,0,76.6,-8.67,96.3,100,188.2,891,1.8,10.5,127.3,15,107.9,168.6,0.0,0
0.420,2.4,0,76.6,-8.67,96.3,100,188.2,891,1.8,10.5,127.3,15,107.9,168.6,0.0,0
0.465,2.4,0,76.6,-8.65,96.3,100,188.2,896,1.8,10.5,127.3,15,107.9,168.6,0.0,0
0.498,2.4,0,76.6,-8.63,96.3,100,188.2,900,1.9,10.8,127.3,15,107.9,168.6,0.0,0
0.545,2.4,0,76.6,-8.63,96.3,100,188.2,904,1.9,10.8,127.3,15,107.9,168.6,0.0,0
0.578,2.4,0,76.6,-8.64,96.3,100,188.2,904,1.9,10.8,127.3,15,107.9,168.6,0.0,0
0.625,2.4,0,76.6,-8.63,96.3,100,188.2,904,1.9,11.1,127.3,15,107.9,168.6,0.0,0
